Source,Target
Cornelis Moyaert,Geertruy Moyers
Cornelis Moyaert,Maria van Hulten
Maria van Hulten,Nicholaes van Hulten
Maria van der Winde,Maria van Hulten
Maria van der Winde,Nicholaes van Hulten
Aper Claesz.,Claes Moyaert
Pauwels Buys de oude,Palm Mathijs
Paulus Buys de jonge,Pauwels Buys de oude
Abraham Buys,Pauwels Buys de oude
Paulus Buys de jonge,Abraham Buys
Sara Flines,Abraham Buys
Sara Flines,Gysbert de Flines
Gysbert de Flines,Gilbert de Flines II
Gilbert de Flines II,Gilbert de Flines III
Gilbert de Flines III,Gilbert de Flines IV
Hans Biermans,Pauwels Buys de oude
Jan Londerseel,Pauwels Buys de oude
Guillaum Basse I,Pauwels Buys de oude
Jan Londerseel,Hans Biermans
Guillaum Basse I,Hans Biermans
Jan Londerseel,Guillaum Basse I
Susanna Conincx,Hans Biermans
Salomon Coninck,Hans Biermans
Susanna Conincx,Salomon Coninck
Pauwels Buys de oude,David Boins Vinckeboons
Jacob Abrahamsz. Greven,Pauwels Buys de oude
Jacob Abrahamsz. Greven,Abraham Jacobsz. Greven
Susanna Buijs,Pauwels Buys de oude
Teunis Lambertsz.,Pauwels Buys de oude
Susanna Buijs,Teunis Lambertsz.
Susanna Buijs,Paulus Buys de jonge
Teunis Lambertsz.,Paulus Buys de jonge
Jacob Abrahamsz. Greven,Paulus Buys de jonge
Gysbert de Flines,Paulus Buys de jonge
Teunis Lambertsz.,Susanna Buijs
Jacob Abrahamsz. Greven,Susanna Buijs
Gysbert de Flines,Susanna Buijs
Jacob Abrahamsz. Greven,Teunis Lambertsz.
Gysbert de Flines,Teunis Lambertsz.
Jacob Abrahamsz. Greven,Gysbert de Flines
Hermanus Martens,Stephanus Bacher
Johannes Selincks,Stephanus Bacher
Jan Warnaerts,Stephanus Bacher
Hermanus Martens,Johannes Selincks
Hermanus Martens,Jan Warnaerts
Johannes Selincks,Jan Warnaerts
Stephanus Bacher,"Everhard Becker (Backer, Bacher)"
Mayken de Bacher II,Stephanus Bacher
Meyken Martens,Stephanus Bacher
Hans Martensz.,Stephanus Bacher
Meyken Martens,Mayken de Bacher II
Hans Martensz.,Mayken de Bacher II
Meyken Martens,Hans Martensz.
Daniel Martens,Hans Martensz.
Daniel Martens,Stephanus Bacher
Daniel Martens,Meyken Martens
Daniel Martens,Mayken de Bacher II
Anthony van der Heeden I,Hans Martensz.
Hester Martens,Hans Martensz.
Anthony van der Heeden I,Hester Martens
Hester Martens,Daniel Martens
Hester Martens,Mayken de Bacher II
Catarijna van der Heede,Hester Martens
Catarijna van der Heede,Anthony van der Heeden I
Catarijna van der Heede,Meyken Martens
Catarijna van der Heede,Stephanus Bacher
Abigael Martens,Stephanus Bacher
Marten Halewijn,Stephanus Bacher
Abigael Martens,Marten Halewijn
Abigael Martens,Hester Martens
Abigael Martens,Hans Martensz.
Abigael Martens,Daniel Martens
Abigael Martens,Mayken de Bacher II
Stephanus Bacher,Hester Martens
Hans Martensz.,Dutch East India Company
Stephanus Bacher,Dutch East India Company
Daniel Bacherus,Catharina Hooft
Daniel Bacherus,Stephanus Bacher
Catharina Hooft,Cornelis van Foreest
Cornelis van Foreest,Christiaen Foreest
Joris van Hendel,Maria van Hengel
Katharina Martens,Maria van Hengel
Joris van Hendel,Katharina Martens
Katharina Martens,Mayken de Bacher II
Katharina Martens,Hans Martensz.
Joris van Hendel,"Everhard Becker (Backer, Bacher)"
Katharina Martens,"Everhard Becker (Backer, Bacher)"
Maria van Hengel,"Everhard Becker (Backer, Bacher)"
Samuel Becker,"Everhard Becker (Backer, Bacher)"
Abraham Spiers,Jan Warnaerts
Anna Sprenckhuysen,Abraham Spiers
Siewert Meynertsz.,Abraham Spiers
Johannes Spiers,Abraham Spiers
Johannes Spiers,Anna Sprenckhuysen
Abraham Spiers,Dutch West India Company
Johannes Spiers,Abraham Spiers
Judith van Buren,Abraham Spiers
Reyer van Buren,Abraham Spiers
Johannes Spiers,Judith van Buren
Johannes Spiers,Reyer van Buren
Judith van Buren,Reyer van Buren
Hans de Witte,Abraham Spiers
Anna Spiers,Abraham Spiers
Hans de Witte,Anna Spiers
Hans de Witte,Anna Sprenckhuysen
Anna Spiers,Anna Sprenckhuysen
Anne de Wit,Hans de Witte
Hendrick de Beijer,Hans de Witte
Anne de Wit,Anna Spiers
Hendrick de Beijer,Anna Spiers
Hendrick de Beijer,Anne de Wit
Anne de Wit,Abraham Spiers
Hendrick de Beijer,Abraham Spiers
Pieter Haen II,Abraham Spiers
Franck van der Does,Abraham Spiers
Cornelis Leschevin,Abraham Spiers
Pieter Haen II,Cornelis Leschevin
Franck van der Does,Cornelis Leschevin
Pieter Haen II,Franck van der Does
Pieter Pietersz. Bos,Abraham Spiers
Lobbetje Abraham Spiers,Abraham Spiers
Pieter Pietersz. Bos,Anna Sprenckhuysen
Lobbetje Abraham Spiers,Anna Sprenckhuysen
Pieter Pietersz. Bos,Lobbetje Abraham Spiers
Hans Mathys Snoeck II,Laurens Lamberti
Baesgen Symons,Laurens Lamberti
Hans Mathys Snoeck II,Baesgen Symons
Hans Matthijsz. I,Hans Mathys Snoeck II
Giertje Pieters van Paenderen,Hans Mathys Snoeck II
Hans Matthijsz. I,Giertje Pieters van Paenderen
Giertje Pieters van Paenderen,Gerrit Albertsz. Rijl
Helvich Jochumsz.,Hans Matthijsz. I
Nicolaes van Campen,Hans Matthijsz. I
Hendrick Laurens Spiegel (Hendrick Laurensz.),Hans Matthijsz. I
Nicolaes van Campen,Helvich Jochumsz.
Hendrick Laurens Spiegel (Hendrick Laurensz.),Helvich Jochumsz.
Hendrick Laurens Spiegel (Hendrick Laurensz.),Nicolaes van Campen
Louis Houwen,Hans Mathys Snoeck II
Jacomijntje Tejaarts,Pieter Carelsz.
Abraham Oostens,Pieter Carelsz.
Jacomijntje Tejaarts,Abraham Oostens
Pieter Oostens,Abraham Oostens
Neeltje Sijmons,Abraham Oostens
Pieter Oostens,Neeltje Sijmons
Pieter Oostens,Ariaentje Snoeckx
Willem Jansz.,Abraham Oostens
Dirck Dircksz. Grijp,Abraham Oostens
Dirck Dircksz. Grijp,Jacomijntje Tejaarts
Dirck Dircksz. Grijp,Abraham Oostens II
Abraham Oostens,Dirck Dircksz. Grijp
Jacomijntje Tejaarts,Dirck Dircksz. Grijp
Abraham Oostens,Dutch West India Company
Wouter Jansen van den Bergh,Jacob Westfrisius
Hester van Hogensteijn,Wouter Jansen van den Bergh
Jan Lemans,Wouter Jansen van den Bergh
Jan van den Bergh,Wouter Jansen van den Bergh
Jan van den Bergh,Hester van Hogensteijn
Catharina Queckels,Nicolaes Jacobsz.
Catharina Queckels,Jacob Jacobsz.
Catharina Queckels,Cornelis van Campen Jacobsz.
Cornelis van Campen Jacobsz.,Jacob Cornelis. Van Campen
Catharina Queckels,Jacob Cornelis. Van Campen
Cornelis van Campen Jacobsz.,Dutch East India Company
Catharina Queckels,Dutch East India Company
Cornelis van Campen Jacobsz.,Pieter Bas I
Cornelis van Campen Jacobsz.,Jacob van Campen I
Roemer Visscher,Cornelis van Campen Jacobsz.
Roemer Visscher,Jacob van Campen I
Catharina Queckels,Roemer Visscher
Machtelt Pieters (du Bien),Catharina Queckels
Cornelis Jansz. Queckel,Catharina Queckels
Machtelt Pieters (du Bien),Cornelis Jansz. Queckel
Machtelt Pieters (du Bien),Cornelis van Campen Jacobsz.
Pieter Jansz. du Bien,Machtelt Pieters (du Bien)
Pieter Jansz. du Bien,Cornelis Jansz. Queckel
Yda Quekels,Catharina Queckels
Willem (Jansz.) Hooft,Catharina Queckels
Yda Quekels,Willem (Jansz.) Hooft
Maria Queeckels,Catharina Queckels
Abel Matthijsz. (Burgh),Catharina Queckels
Maria Queeckels,Abel Matthijsz. (Burgh)
Maria Queeckels,Yda Quekels
Abel Matthijsz. (Burgh),Yda Quekels
Egbert Vinck,Cornelis van Campen Jacobsz.
Egbert Vinck,Dirck Barentsz.
Jacob van Campen II,Cornelis van Campen Jacobsz.
Pieter van Campen,Cornelis van Campen Jacobsz.
Jacob van Campen II,Pieter van Campen
Jacob van Campen II,Jacob van Campen I
Jacob van Campen II,Constantijn Huygens
Geert Visscher,Roemer Visscher
Anna Roemers,Geert Visscher
Anna Roemers,Roemer Visscher
Dominicus van Wesel,Anna Roemers
Dominicus van Wesel,Roemer Visscher
Anna Roemers,Constantijn Huygens
Jacob Cornelisz. van Campen,Cornelis van Campen Jacobsz.
Jacob van Pietersz. van Campen,Cornelis van Campen Jacobsz.
Aefje (Aechtge) van Campen,Cornelis van Campen Jacobsz.
Jan Reyer Loots,Cornelis van Campen Jacobsz.
Aefje (Aechtge) van Campen,Jan Reyer Loots
Aefje (Aechtge) van Campen,Jan Jansz. II
Cornelis van Campen Jacobsz.,Reijer Claesz.
Aefje (Aechtge) van Campen,Reijer Claesz.
Margriete Loots,Aefje (Aechtge) van Campen
Cornelis van Campen Jacobsz.,Margriete Loots
Reijer Claesz.,Margriete Loots
Reyer Loots,Jan Reyer Loots
Willem van Campen II,Willem van Campen I
Nicolaes van Campen,Willem van Campen I
Willem van Campen I,Jacob van Campen I
Willem van Campen II,Nicolaes van Campen
Daniel de la Tombe I,Jacob Jacobsz.
Daniel de la Tombe I,Nicolaes Jacobsz.
Esaias Tombe,Daniel de la Tombe I
Salomon de la Tombe,Daniel de la Tombe I
Phillippe de la Tombe,Daniel de la Tombe I
Esaias Tombe,Salomon de la Tombe
Esaias Tombe,Phillippe de la Tombe
Salomon de la Tombe,Phillippe de la Tombe
Daniel de la Tombe I,Sytgen Willems
Daniel de la Tombe II,Daniel de la Tombe I
Daniel de la Tombe II,Sytgen Willems
Catharina van der Hoye,Daniel de la Tombe II
Maria van Raij,Cornelis Hoogenboom
Maria van Raij,Joan Victorijn
Joan Victorijn,Antoinette Thivaert
Antoinette Thivaert,Jan Thivaert
Hans Reyersz. Claesz.,Reyer Claesz. 
Stijntgen Gerrits Niesen,Dirck Gerritsz. Niesen
Cornelis Henricxz. Verwer,Reyer Claesz. 
Jan Lievens,Reyer Claesz. 
Cornelis Henricxz. Verwer,Jan Lievens
Jan Lievens,Rembrandt van Rijn
Gerritsz. Hooft,Jan Gerritsz. Hooft
Gerritsz. Hooft,Pieter Gerritsz. Hooft
Jan Gerritsz. Hooft,Pieter Gerritsz. Hooft
Joost van den Vondel,Jan Gerritsz. Hooft
Clementia van den Vondel,Jan Gerritsz. Hooft
Salomon de Vogel I,Palm Mathijs
Hans Evertsz. Bruijn,Salomon de Vogel I
Salomon de Vogel II,Palm Mathijs
Salomon de Vogel II,Lambertje Lamberts
Salomon de Vogel II,Salomon de Vogel I
Salomon de Vogel II,Lysbeth Jans
Salomon de Vogel I,Lysbeth Jans
Salomon de Vogel II,Pieter Mercijs
Hendrick Brouwer,Salomon de Vogel II
Hendrick Brouwer,Pieter Mercijs
Salomon de Vogel II,Hercules Seghers
Salomon de Vogel II,Pieter Meuleman
Salomon de Vogel II,Jonckheer Balthasar de Rubo van Becken
Pieter Meuleman,Jonckheer Balthasar de Rubo van Becken
Salomon de Vogel II,Jan Ambrosius
Hendrick Brouwer,Jan Ambrosius
Hendrick Brouwer,Aechjen Hendricks
Aechjen Hendricks,Harmen Hendricksz. Block
Cecilia van Dorp,Hendrick Brouwer
Ghysbert Schouten,Hendrick Brouwer
Cecilia van Dorp,Ghysbert Schouten
Ghysbert Schouten,Salomon de Vogel II
Cecilia van Dorp,Salomon de Vogel II
Agnieta Pelser,Hendrick Brouwer
Sara Reyniers,Salomon de Vogel II
Hendrick Coenen,Salomon de Vogel II
Coenraet van Ceulen ,Salomon de Vogel II
Elisabeth van Limburgh,Salomon de Vogel II
Sara Reyniers,Lambertje Lamberts
Hendrick Coenen,Lambertje Lamberts
Coenraet van Ceulen ,Lambertje Lamberts
Elisabeth van Limburgh,Lambertje Lamberts
Sara Reyniers,Hendrick Coenen
Sara Reyniers,Coenraet van Ceulen 
Sara Reyniers,Elisabeth van Limburgh
Coenraet van Ceulen ,Hendrick Coenen
Elisabeth van Limburgh,Hendrick Coenen
Coenraet van Ceulen ,Elisabeth van Limburgh
Dirck Martsen,Salomon de Vogel II
Matthijs van Geleijn,Salomon de Vogel II
Mattheus Bonten,Salomon de Vogel II
Jullien Lanson,Salomon de Vogel II
Matthijs van Geleijn,Mattheus Bonten
Matthijs van Geleijn,Jullien Lanson
Mattheus Bonten,Jullien Lanson
Jullien Lanson,Jan Jansz.
Jean Moreau,Jullien Lanson
Gerrit Verpoorten de jonge,Jullien Lanson
Jean Moreau,Gerrit Verpoorten de jonge
Jullien Lanson,Jan van Cruyskercken
Salomon de Vogel II,Catharina de Vogel
Salomon de Vogel II,Joost Pluijmer
Salomon de Vogel II,Jan de Vogel
Catharina de Vogel,Joost Pluijmer
Catharina de Vogel,Jan de Vogel
Joost Pluijmer,Jan de Vogel
Clemente de jonghe,Salomon de Vogel II
Lambert Gerritsz. Ruijl,Pieter Carelsz.
Lambert Gerritsz. Ruijl,Gerbrichge Hendricxdr.
Gerrit Albertsz. Rijl,Lambert Gerritsz. Ruijl
Giertje Pieters van Paenderen,Gerrit Albertsz. Rijl
Giertje Pieters van Paenderen,Lambert Gerritsz. Ruijl
Teuntje Kornelis de Goijer,Lambert Gerritsz. Ruijl
Teuntje Kornelis de Goijer,Gerrit Albertsz. Rijl
Cornelis de Goijer,Teuntje Kornelis de Goijer
Nicolaes van Campen,Lambert Gerritsz. Ruijl
Nicolaes van Campen,Willem van Campen II
Lambert Gerritsz. Ruijl,Cornelia Ruijl
Aeltge Arents,Laurens Lamberti
Aeltge Arents,Huybert Symonsz. Appelman
Simon Gijsbertsz. Appelman,Huybert Symonsz. Appelman
Aertgen Hubrechts,Huybert Symonsz. Appelman
Simon Gijsbertsz. Appelman,Aertgen Hubrechts
Balthasar Simonsz. Appelman,Huybert Symonsz. Appelman
Balthasar Simonsz. Appelman,Aeltge Appelman
Aeltge Appelman,Geurt Dircksz. van Beuningen
Balthasar Simonsz. Appelman,Geurt Dircksz. van Beuningen
Albert Lievensz. Bicker,Laurens Lamberti
Jeuriaen Huybertsz.,Laurens Lamberti
Albert Lievensz. Bicker,Jeuriaen Huybertsz.
Jeuriaen Huybertsz.,Joachim van Leyen
Jeuriaen Huybertsz.,Huybert van Eyl
Joachim van Leyen,Huybert van Eyl
Michiel Barlebosch,Dirck Staets
Lijsbet Jans,Dirck Staets
Maerten Pietersz. Vogel,Dirck Staets
Trijntge Hendricks,Dirck Staets
Herman Hendricks,Dirck Staets
Jan Jansz. de Lange,Dirck Staets
Hillegond Hendricks,Dirck Staets
Hillegond Pieters,Dirck Staets
Jan Thonis (Theunisz.),Dirck Staets
Swaentge Hillebrands,Dirck Staets
Lijsbet Jans,Michiel Barlebosch
Maerten Pietersz. Vogel,Michiel Barlebosch
Trijntge Hendricks,Michiel Barlebosch
Herman Hendricks,Michiel Barlebosch
Jan Jansz. de Lange,Michiel Barlebosch
Hillegond Hendricks,Michiel Barlebosch
Hillegond Pieters,Michiel Barlebosch
Jan Thonis (Theunisz.),Michiel Barlebosch
Swaentge Hillebrands,Michiel Barlebosch
Lijsbet Jans,Maerten Pietersz. Vogel
Lijsbet Jans,Trijntge Hendricks
Lijsbet Jans,Herman Hendricks
Lijsbet Jans,Jan Jansz. de Lange
Lijsbet Jans,Hillegond Hendricks
Lijsbet Jans,Hillegond Pieters
Lijsbet Jans,Jan Thonis (Theunisz.)
Lijsbet Jans,Swaentge Hillebrands
Trijntge Hendricks,Maerten Pietersz. Vogel
Herman Hendricks,Maerten Pietersz. Vogel
Jan Jansz. de Lange,Maerten Pietersz. Vogel
Hillegond Hendricks,Maerten Pietersz. Vogel
Hillegond Pieters,Maerten Pietersz. Vogel
Jan Thonis (Theunisz.),Maerten Pietersz. Vogel
Swaentge Hillebrands,Maerten Pietersz. Vogel
Trijntge Hendricks,Herman Hendricks
Trijntge Hendricks,Jan Jansz. de Lange
Trijntge Hendricks,Hillegond Hendricks
Trijntge Hendricks,Hillegond Pieters
Trijntge Hendricks,Jan Thonis (Theunisz.)
Trijntge Hendricks,Swaentge Hillebrands
Jan Jansz. de Lange,Herman Hendricks
Hillegond Hendricks,Herman Hendricks
Hillegond Pieters,Herman Hendricks
Jan Thonis (Theunisz.),Herman Hendricks
Swaentge Hillebrands,Herman Hendricks
Hillegond Hendricks,Jan Jansz. de Lange
Hillegond Pieters,Jan Jansz. de Lange
Jan Thonis (Theunisz.),Jan Jansz. de Lange
Swaentge Hillebrands,Jan Jansz. de Lange
Hillegond Hendricks,Hillegond Pieters
Hillegond Hendricks,Jan Thonis (Theunisz.)
Hillegond Hendricks,Swaentge Hillebrands
Jan Thonis (Theunisz.),Hillegond Pieters
Swaentge Hillebrands,Hillegond Pieters
Jan Thonis (Theunisz.),Swaentge Hillebrands
Michiel Barlebosch,Jeuriaen Huybertsz.
Lijsbet Jans,Jeuriaen Huybertsz.
Maerten Pietersz. Vogel,Jeuriaen Huybertsz.
Trijntge Hendricks,Jeuriaen Huybertsz.
Herman Hendricks,Jeuriaen Huybertsz.
Jan Jansz. de Lange,Jeuriaen Huybertsz.
Hillegond Hendricks,Jeuriaen Huybertsz.
Hillegond Pieters,Jeuriaen Huybertsz.
Jan Thonis (Theunisz.),Jeuriaen Huybertsz.
Swaentge Hillebrands,Jeuriaen Huybertsz.
Dirck Staets,Jeuriaen Huybertsz.
Jeuriaen Huybertsz.,Dionys Pietersz.
Jeuriaen Huybertsz.,Trijntge van Neck
Jeuriaen Huybertsz.,Dirck Pietersz. Wittepars
Jeuriaen Huybertsz.,Jan Evertsz. Cloppenburgh
Jeuriaen Huybertsz.,Nicolaes Gijselaer
Nicolaes Gijselaer,Joachim Arras
Jeuriaen Huybertsz.,Joachim Arras
Outger Pietersz. Spiegel,Albert Lievensz. Bicker
Outger Pietersz. Spiegel,Jeuriaen Huybertsz.
Aeltjen Jans,Laurens Lamberti
Cornelis Ketel II,Aeltjen Jans
Cornelis Ketel I,Cornelis Ketel II
Cornelis Ketel II,Anthonie Blocklandt van Montfort
Cornelis Ketel II,Aeltgen Gerrits
Cornelis Ketel II,Andries Ketel
Cornelis Ketel II,Griete Gerrits
Pieter Woutersz. Crabbet (Crabeth),Cornelis Ketel II
Pyeter Pyetersz.,Aeltjen Jans
Marten Schepel,Aeltjen Jans
Hans Schepel,Aeltjen Jans
Pieter Woutersz. Crabbet (Crabeth),Andries Ketel
Marten Schepel,Pyeter Pyetersz.
Hans Schepel,Pyeter Pyetersz.
Marten Schepel,Hans Schepel
Arent Hermanssen Crul,J. van Ven
Jan Hermansz. Krul,Arent Hermanssen Crul
Jan Jansz. Cleerbesem de jonge,Arent Hermanssen Crul
David Fransz. Menton,Arent Hermanssen Crul
Gysbert de Coningh,Arent Hermanssen Crul
Paulus Ras,Arent Hermanssen Crul
Jan Jansz. Cleerbesem de jonge,David Fransz. Menton
Jan Jansz. Cleerbesem de jonge,Gysbert de Coningh
Jan Jansz. Cleerbesem de jonge,Paulus Ras
Gysbert de Coningh,David Fransz. Menton
Paulus Ras,David Fransz. Menton
Gysbert de Coningh,Paulus Ras
Jan Hermansz. Krul,Hendrickje Bauniers
Jan Hermansz. Krul,Marcus Jordis
Jannetje Jans Fisius,Jacob Jacobsz.
Jannetje Jans Fisius,Julien Lanson
Jannetje Jans Fisius,Abel de Haripon
Cornelia Adriaens,Barend Jansz. Verbeeck
Cornelia Adriaens,Jan Sweerts
Cornelia Adriaens,Andries Stiepel
Andreas Ferdinandes de Pais,Jan de Vos
Jan Willemsz. Pais Hout,Andreas Ferdinandes de Pais
Goesse Cornelisz.,Andreas Ferdinandes de Pais
Cornelis Matthijsz.,Andreas Ferdinandes de Pais
Hendrick Tijssen,Andreas Ferdinandes de Pais
Frans Jansz.,Andreas Ferdinandes de Pais
Goesse Cornelisz.,Jan Willemsz. Pais Hout
Cornelis Matthijsz.,Jan Willemsz. Pais Hout
Hendrick Tijssen,Jan Willemsz. Pais Hout
Frans Jansz.,Jan Willemsz. Pais Hout
Cornelis Matthijsz.,Goesse Cornelisz.
Hendrick Tijssen,Goesse Cornelisz.
Frans Jansz.,Goesse Cornelisz.
Hendrick Tijssen,Cornelis Matthijsz.
Frans Jansz.,Cornelis Matthijsz.
Frans Jansz.,Hendrick Tijssen
Andries van den Broeck,Jan Warnaerts
Andries van den Broeck,Hans van den Broeck II
Hans van den Broeck II,Hans van den Broeck I 
Andries van den Broeck,Abraham van den Broeck
Andries van den Broeck,Guilliam van den Broeck
Andries van den Broeck,Hans van den Broeck II
Abraham van den Broeck,Hans van den Broeck I 
Guilliam van den Broeck,Hans van den Broeck I 
Hans van den Broeck II,Hans van den Broeck I 
Abraham van den Broeck,Hans van den Broeck I 
Guilliam van den Broeck,Hans van den Broeck I 
Abraham van den Broeck,Hans van den Broeck II
Guilliam van den Broeck,Hans van den Broeck II
Abraham van den Broeck,Guilliam van den Broeck
Fransoys Jansz.,Andries van den Broeck
Lucretia van de Broeck,Andries van den Broeck
Lucretia van de Broeck,Hans van den Broeck II
Lucretia van de Broeck,Abraham van den Broeck
Lucretia van de Broeck,Guilliam van den Broeck
Bayken van Hanswyck,Andries van den Broeck
Hans van den Broeck III,Bayken van Hanswyck
Hans van den Broeck III,Andries van den Broeck
Hans van den Broeck III,Niclaes van den Broeck
Hans van den Broeck III,Ijsebel van den Broeck
Niclaes van den Broeck,Ijsebel van den Broeck
Huybrecht van den Broeck,Bayken van Hanswyck
Huybrecht van den Broeck,Andries van den Broeck
Huybrecht van den Broeck,Hans van den Broeck III
Huybrecht van den Broeck,Hermit Lens
Huybrecht van den Broeck,Helena Rateloos
Hermit Lens,Helena Rateloos
Hermit Lens,Bayken van Hanswyck
Helena Rateloos,Andries van den Broeck
Nijkolas van den Broeck,Bayken van Hanswyck
Nijkolas van den Broeck,Andries van den Broeck
Nijkolas van den Broeck,Hans van den Broeck III
Nijkolas van den Broeck,Huybrecht van den Broeck
Maria Jacobsdr. Cloeck,Jan Warnaerts
Maria Jacobsdr. Cloeck,Pieter Jacobs Elias
Jacob Florisz. Cloeck,Maria Jacobsdr. Cloeck
Aefge Frans Ruysch,Maria Jacobsdr. Cloeck
Catharina Cloeck,Maria Jacobsdr. Cloeck
Aefge Frans Ruysch,Jacob Florisz. Cloeck
Catharina Cloeck,Jacob Florisz. Cloeck
Aefge Frans Ruysch,Catharina Cloeck
Catharina Cloeck,Pieter van de Venne I
Pieter van de Venne I,Maria Florianus
Pieter Jacobs Elias,Maritgen van Heemskerk
Cornelia van Soutelande,Jan Warnaerts
Cornelia van Soutelande,Elbert Dirxz. Emaus
Dirck Emaus,Elbert Dirxz. Emaus
Aef Pieters,Elbert Dirxz. Emaus
Jannetje Joosten,Elbert Dirxz. Emaus
Dirck Emaus,Aef Pieters
Pieter Dirks Emaus,Elbert Dirxz. Emaus
Pieter Dirks Emaus,Dirck Emaus
Pieter Dirks Emaus,Aef Pieters
Maria van Soutelande,Cornelia van Soutelande
Magdalena van Soutelande,Cornelia van Soutelande
Maria van Soutelande,Magdalena van Soutelande
Jacob Simonsz. Van der Does,Maria van Soutelande
Jacob Simonsz. Van der Does,Simon Jacobsz. Van der Does
Simon Jacobsz. Van der Does,Beatrix Anselmo
Cornelia van Soutelande,Mayken Bultel
Schout Simon Willemsz. van der Does,Mayken Bultel
Jan (Hans) Bultel,Cornelia van Soutelande
Adriaen Braems,Cornelia van Soutelande
Simon Jacobsz. Van der Does,Cornelia van Soutelande
Franck Jacobsz. van der Does,Cornelia van Soutelande
Elbert Dirxz. Emaus,Cornelia van Soutelande
Jan (Hans) Bultel,Adriaen Braems
Jan (Hans) Bultel,Simon Jacobsz. Van der Does
Jan (Hans) Bultel,Franck Jacobsz. van der Does
Jan (Hans) Bultel,Elbert Dirxz. Emaus
Simon Jacobsz. Van der Does,Adriaen Braems
Franck Jacobsz. van der Does,Adriaen Braems
Elbert Dirxz. Emaus,Adriaen Braems
Franck Jacobsz. van der Does,Simon Jacobsz. Van der Does
Elbert Dirxz. Emaus,Simon Jacobsz. Van der Does
Franck Jacobsz. van der Does,Elbert Dirxz. Emaus
Philips Sandra,Cornelia van Soutelande
Willem Hendricksz.,Jan Warnaerts
Willem Hendricksz.,Dirck Pietersz. Bontepaeert (Santvoort)
Willem Hendricksz.,Samuel Kooren I
Willem Hendricksz.,Nicolaes Elias Pickenoy
Nicolaes Elias Pickenoy,Dirck Pietersz. Bontepaeert (Santvoort)
Mathijs van Ceulen,Jan Bosch
Mathijs van Ceulen,Carel Heughelaen
Mathijs van Ceulen,Margaret van Heuchelaen
Carel Heughelaen,Margaret van Heuchelaen
Maria van Ceulen,Margaret van Heuchelaen
Margareta van Ceulen,Margaret van Heuchelaen
Agnes van Ceulen,Margaret van Heuchelaen
Abraham van Ceulen,Margaret van Heuchelaen
Maria van Ceulen,Mathijs van Ceulen
Margareta van Ceulen,Mathijs van Ceulen
Agnes van Ceulen,Mathijs van Ceulen
Abraham van Ceulen,Mathijs van Ceulen
Margareta van Ceulen,Maria van Ceulen
Agnes van Ceulen,Maria van Ceulen
Abraham van Ceulen,Maria van Ceulen
Agnes van Ceulen,Margareta van Ceulen
Abraham van Ceulen,Margareta van Ceulen
Agnes van Ceulen,Abraham van Ceulen
Casper Engelbrechtsz.,Mathijs van Ceulen
Simon Engelbrechtsz.,Casper Engelbrechtsz.
Mathijs van Ceulen,Dutch West India Company
Anthony Bate,Jan Warnaerts
Grietge Jacomyns,Jan Warnaerts
Anthony Bate,Grietge Jacomyns
Jan Specht,Anthony Bate
Susanna Specht,Anthony Bate
Susanna Specht,Jan Specht
Ytge van Hanswyck,Anthony Bate
Hendrick van Hanswyck,Anthony Bate
Mary Jans,Anthony Bate
Ytge van Hanswyck,Hendrick van Hanswyck
Ytge van Hanswyck,Mary Jans
Hendrick van Hanswyck,Mary Jans
Pieter Jacomijns,Grietge Jacomyns
Grietje de Vetter,Grietge Jacomyns
Pieter Jacomijns,Anthony Bate
Grietje de Vetter,Anthony Bate
Pieter Jacomijns,Grietje de Vetter
Pieter Jaquemuets,Anthony Bate
Evert Janssen,Jacob Westfrisius
Evertie Willems,Jacob Westfrisius
Evert Janssen,Evertie Willems
Willem Buss,Evert Janssen
Willem Buss,Evertie Willems
Jan Willemsz. Bus,Willem Buss
Jan Willemsz. Bus,Evertie Willems
Josyntge Cornelis,Evert Janssen
Revert Sikes,Maritje Douwes
Douwe Cornelisz. Amelandt,Maritje Douwes
Douwe Cornelisz. Amelandt,Willem Cornelisz. Amelandt
Michel de Vries,Aert de Haes I
Matthijs Willem Raephorst,Frans Bruyningh
Aefge Witsen,Frans Bruyningh
Matthijs Willem Raephorst,Aefge Witsen
Willem Matthijsz.,Matthijs Willem Raephorst
Grietgen Ysbrantsdr.,Matthijs Willem Raephorst
Willem Matthijsz.,Grietgen Ysbrantsdr.
Gerrit Jacob Witsen,Aefge Witsen
Grietge Appelman,Aefge Witsen
Gerrit Jacob Witsen,Grietge Appelman
Margriet Matthijsz.,Aefge Witsen
Margriet Matthijsz.,Matthijs Willem Raephorst
Heyndrick Gerritsz. Southolm,Matthijs Willem Raephorst
Hendrick Tjebbesz.,Matthijs Willem Raephorst
Heyndrick Gerritsz. Southolm,Hendrick Tjebbesz.
Engel Jacobs,Aeltgen Claes
Samuel Kooren I,Engel Jacobs
Samuel Kooren I,Aeltgen Claes
Andries Cuijlert (Culaert),Jan Bosch
Andries Cuijlert (Culaert),Nannigh Cornelisz.
Maria van Neck,Andries Cuijlert (Culaert)
Geertruy Snellen,Andries Cuijlert (Culaert)
Grietie Thijssen,Maria van Neck
Grietie Thijssen,Andries Cuijlert (Culaert)
Margriet Hoekemans van Toornhout,Andries Cuijlert (Culaert)
Hans Marijn,Margriet Hoekemans van Toornhout
